Provider URN,Provider status,Provider type,Sector,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,government_office_region_name,Event number,Event date,Event type group,Overall effectiveness,Outcomes in education and related learning activities,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
SC035405,Resigned,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,289405,03/03/2014,Interim inspection,2,0,0,0,0,0
SC035405,Resigned,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,283836,07/01/2014,Full inspection,2,0,2,1,2,2
SC424280,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,291674,28/02/2014,Interim inspection,3,0,0,0,0,0
SC427165,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,287406,10/02/2014,Interim inspection,2,0,0,0,0,0
SC444681,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,284891,15/01/2014,Full inspection,3,0,3,2,2,3
SC444681,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,291054,25/03/2014,Interim inspection,2,0,0,0,0,0
SC005553,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Oldham,North West,288939,19/02/2014,Interim inspection,2,0,0,0,0,0
SC035657,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Oldham,North West,290258,13/03/2014,Interim inspection,2,0,0,0,0,0
SC067899,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Oldham,North West,290658,20/03/2014,Interim inspection,2,0,0,0,0,0
SC035339,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Oldham,North West,286582,23/01/2014,Full inspection,1,0,1,1,1,1
SC035339,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Oldham,North West,290880,25/03/2014,Interim inspection,2,0,0,0,0,0
SC429523,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cornwall,South West,288983,24/02/2014,Interim inspection,2,0,0,0,0,0
SC440309,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,290098,12/03/2014,Interim inspection,2,0,0,0,0,0
SC053529,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Peterborough,East of England,288918,24/02/2014,Interim inspection,3,0,0,0,0,0
SC391594,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,286342,28/01/2014,Interim inspection,2,0,0,0,0,0
SC426172,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Hertfordshire,East of England,287628,30/01/2014,Full inspection,3,0,2,2,3,3
SC363268,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,285089,20/01/2014,Interim inspection,2,0,0,0,0,0
SC363393,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,284469,10/01/2014,Interim inspection,3,0,0,0,0,0
SC067218,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,288395,19/02/2014,Interim inspection,5,0,0,0,0,0
SC358206,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,289649,05/03/2014,Interim inspection,3,0,0,0,0,0
SC403493,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,290130,07/03/2014,Interim inspection,2,0,0,0,0,0
SC037282,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,290960,24/03/2014,Interim inspection,2,0,0,0,0,0
SC037309,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,287484,11/02/2014,Interim inspection,2,0,0,0,0,0
SC038381,Resigned,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,285860,28/01/2014,Interim inspection,2,0,0,0,0,0
SC037327,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,284567,15/01/2014,Interim inspection,2,0,0,0,0,0
SC037369,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,285077,21/01/2014,Interim inspection,2,0,0,0,0,0
SC040132,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cornwall,South West,290508,18/03/2014,Interim inspection,3,0,0,0,0,0
SC032600,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Hounslow,London,285297,17/01/2014,Interim inspection,2,0,0,0,0,0
SC022464,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,288915,24/02/2014,Interim inspection,5,0,0,0,0,0
SC061438,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,289193,24/02/2014,Interim inspection,3,0,0,0,0,0
SC445690,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,286736,31/01/2014,Interim inspection,5,0,0,0,0,0
SC063815,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,289329,03/03/2014,Interim inspection,2,0,0,0,0,0
SC447457,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,285594,24/01/2014,Interim inspection,2,0,0,0,0,0
SC038526,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,289406,18/02/2014,Interim inspection,2,0,2,2,2,2
SC041114,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,291932,27/03/2014,Interim inspection,2,0,2,2,2,2
SC449954,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,286782,04/02/2014,Interim inspection,2,0,0,0,0,0
SC361789,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cornwall,South West,285083,21/01/2014,Interim inspection,2,0,0,0,0,0
SC064608,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cornwall,South West,291758,28/03/2014,Interim inspection,3,0,0,0,0,0
SC428196,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,286958,04/02/2014,Interim inspection,3,0,0,0,0,0
SC400301,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Hertfordshire,East of England,287033,05/02/2014,Interim inspection,3,0,0,0,0,0
SC448598,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Windsor and Maidenhead,South East,285935,27/01/2014,Interim inspection,2,0,0,0,0,0
SC457175,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Halton,North West,285497,23/01/2014,Interim inspection,2,0,0,0,0,0
SC441410,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,288882,24/02/2014,Interim inspection,3,0,0,0,0,0
SC040982,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Wigan,North West,291485,26/03/2014,Interim inspection,2,0,0,0,0,0
SC363228,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,291723,27/03/2014,Interim inspection,3,0,0,0,0,0
SC062248,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Knowsley,North West,288328,18/02/2014,Interim inspection,2,0,0,0,0,0
SC037657,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Knowsley,North West,287480,10/02/2014,Interim inspection,3,0,0,0,0,0
SC457776,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,289680,05/03/2014,Full inspection,2,0,2,2,2,2
SC064858,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Salford,North West,288452,13/02/2014,Interim inspection,2,0,0,0,0,0
SC413985,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Salford,North West,287476,11/02/2014,Interim inspection,5,0,0,0,0,0
SC040733,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Salford,North West,284924,09/01/2014,Full inspection,2,0,2,1,2,2
SC040733,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Salford,North West,290919,24/03/2014,Interim inspection,3,0,0,0,0,0
SC420587,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,South Tyneside,North East,285086,21/01/2014,Interim inspection,2,0,0,0,0,0
SC382994,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottinghamshire,East Midlands,291692,25/03/2014,Interim inspection,2,0,0,0,0,0
SC060750,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,287477,05/02/2014,Full inspection,2,0,2,2,2,3
SC031220,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Calderdale,Yorkshire and The Humber,289321,20/02/2014,Interim inspection,2,0,0,0,0,0
SC416464,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,288954,25/02/2014,Interim inspection,2,0,0,0,0,0
SC065072,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,291160,19/03/2014,Interim inspection,2,0,0,0,0,0
SC062263,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,294511,17/03/2014,Full inspection,3,0,3,3,3,3
SC064530,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Oldham,North West,287439,04/02/2014,Interim inspection,4,0,0,0,0,0
SC034609,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Islington,London,290132,10/03/2014,Interim inspection,2,0,0,0,0,0
SC381522,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottinghamshire,East Midlands,287593,10/02/2014,Interim inspection,2,0,0,0,0,0
SC044692,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Nottinghamshire,East Midlands,290463,14/03/2014,Interim inspection,2,0,0,0,0,0
SC034797,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,291508,27/03/2014,Interim inspection,2,0,0,0,0,0
SC033896,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Oxfordshire,South East,286580,28/01/2014,Interim inspection,3,0,0,0,0,0
SC370917,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Oxfordshire,South East,288035,14/02/2014,Interim inspection,2,0,0,0,0,0
SC363422,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,288046,12/02/2014,Interim inspection,3,0,0,0,0,0
SC370910,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cambridgeshire,East of England,286130,29/01/2014,Interim inspection,3,0,0,0,0,0
SC033174,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,287869,13/02/2014,Interim inspection,4,0,0,0,0,0
SC060327,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Oxfordshire,South East,289112,25/02/2014,Interim inspection,2,0,0,0,0,0
SC045408,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,291008,24/03/2014,Interim inspection,2,0,0,0,0,0
SC035780,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,285020,20/01/2014,Interim inspection,2,0,0,0,0,0
SC039414,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,289192,25/02/2014,Interim inspection,2,0,0,0,0,0
SC008486,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,289859,06/03/2014,Interim inspection,2,0,0,0,0,0
SC036298,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Sefton,North West,291430,28/03/2014,Interim inspection,2,0,0,0,0,0
SC037481,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Reading,South East,290019,11/03/2014,Interim inspection,3,0,0,0,0,0
SC450045,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,288038,06/02/2014,Full inspection,2,0,3,2,2,2
SC065883,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,287425,07/02/2014,Interim inspection,2,0,0,0,0,0
SC068991,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cambridgeshire,East of England,285238,13/01/2014,Interim inspection,4,0,0,0,0,0
SC012001,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,288388,17/02/2014,Interim inspection,2,0,0,0,0,0
SC059221,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Reading,South East,284379,13/01/2014,Interim inspection,3,0,0,0,0,0
SC036262,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,289153,27/02/2014,Interim inspection,2,0,0,0,0,0
SC036911,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Greenwich,London,289812,06/03/2014,Interim inspection,2,0,0,0,0,0
SC008608,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,284428,07/01/2014,Full inspection,2,0,2,2,2,2
SC394463,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,287487,11/02/2014,Interim inspection,2,0,0,0,0,0
SC411798,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,291103,25/03/2014,Interim inspection,2,0,0,0,0,0
SC060839,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,289961,11/03/2014,Interim inspection,2,0,0,0,0,0
SC062128,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Hounslow,London,290789,13/03/2014,Interim inspection,2,0,0,0,0,0
SC391860,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,285350,16/01/2014,Full inspection,3,0,1,2,3,3
SC391860,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,291610,20/03/2014,Interim inspection,2,0,0,0,0,0
SC458746,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,291353,28/03/2014,Interim inspection,4,0,0,0,0,0
SC020859,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,289465,03/03/2014,Interim inspection,2,0,2,2,2,2
SC020859,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,283763,03/01/2014,Full inspection,2,0,1,2,1,2
SC044224,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,286807,03/02/2014,Interim inspection,3,0,0,0,0,0
SC035428,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,285936,28/01/2014,Interim inspection,2,0,0,0,0,0
SC407030,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,291587,28/03/2014,Interim inspection,5,0,0,0,0,0
SC473335,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,West Berkshire,South East,285072,10/01/2014,Full inspection,2,0,2,2,2,3
SC382159,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Greenwich,London,288724,19/02/2014,Interim inspection,2,0,0,0,0,0
SC065535,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lambeth,London,287486,11/02/2014,Interim inspection,4,0,0,0,0,0
SC438624,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Windsor and Maidenhead,South East,285346,22/01/2014,Interim inspection,3,0,0,0,0,0
SC008269,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,290889,24/03/2014,Interim inspection,3,0,0,0,0,0
SC008269,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,284566,10/01/2014,Full inspection,2,0,2,2,2,2
SC027253,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Merton,London,289587,03/03/2014,Interim inspection,3,0,0,0,0,0
SC457181,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Halton,North West,289425,03/03/2014,Interim inspection,2,0,0,0,0,0
SC036657,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Wolverhampton,West Midlands,288331,18/02/2014,Interim inspection,4,0,0,0,0,0
SC038500,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Dudley,West Midlands,290669,19/03/2014,Interim inspection,3,0,0,0,0,0
SC383941,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,285922,21/01/2014,Interim inspection,2,0,0,0,0,0
SC022881,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Newham,London,288421,19/02/2014,Interim inspection,5,0,0,0,0,0
SC467704,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,289194,26/02/2014,Full inspection,2,0,3,2,2,2
SC033326,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Kirklees,Yorkshire and The Humber,286853,04/02/2014,Interim inspection,4,0,0,0,0,0
SC457632,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Herefordshire,West Midlands,287907,06/02/2014,Interim inspection,3,0,0,0,0,0
SC035625,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Herefordshire,West Midlands,284573,14/01/2014,Interim inspection,2,0,0,0,0,0
SC406505,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Leeds,Yorkshire and The Humber,287038,03/02/2014,Interim inspection,2,0,0,0,0,0
SC419330,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,289204,25/02/2014,Interim inspection,2,0,0,0,0,0
SC374405,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,287913,14/02/2014,Interim inspection,2,0,0,0,0,0
SC424897,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,291195,25/03/2014,Full inspection,1,0,1,1,1,1
SC065792,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,291576,25/03/2014,Interim inspection,2,0,0,0,0,0
SC025700,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,291342,25/03/2014,Interim inspection,2,0,0,0,0,0
SC448693,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Brent,London,291681,20/03/2014,Interim inspection,3,0,0,0,0,0
SC356817,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Oldham,North West,290690,18/03/2014,Interim inspection,2,0,0,0,0,0
SC434413,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,284511,15/01/2014,Interim inspection,5,0,0,0,0,0
SC458812,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Plymouth,South West,283841,07/01/2014,Interim inspection,4,0,0,0,0,0
SC044231,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,291627,27/03/2014,Interim inspection,2,0,0,0,0,0
SC039243,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,287871,13/02/2014,Interim inspection,2,0,0,0,0,0
SC042652,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sefton,North West,286117,29/01/2014,Interim inspection,2,0,0,0,0,0
SC457272,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cambridgeshire,East of England,285577,08/01/2014,Interim inspection,2,0,0,0,0,0
SC012021,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,290995,25/03/2014,Interim inspection,2,0,0,0,0,0
SC386837,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,290557,13/03/2014,Interim inspection,2,0,0,0,0,0
SC008600,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,284076,08/01/2014,Interim inspection,2,0,0,0,0,0
SC032439,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Wiltshire,South West,287704,10/02/2014,Interim inspection,3,0,0,0,0,0
SC400212,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,290095,12/03/2014,Interim inspection,3,0,0,0,0,0
SC039274,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,289190,27/02/2014,Interim inspection,4,0,0,0,0,0
SC363350,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,285546,23/01/2014,Interim inspection,2,0,0,0,0,0
SC409851,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hounslow,London,285004,16/01/2014,Interim inspection,4,0,0,0,0,0
SC022445,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,288870,18/02/2014,Full inspection,2,0,2,2,2,2
SC066218,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,287626,10/02/2014,Interim inspection,2,0,0,0,0,0
SC459643,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,East Riding of Yorkshire,Yorkshire and The Humber,286594,03/02/2014,Interim inspection,2,0,0,0,0,0
SC033152,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,North Lincolnshire,Yorkshire and The Humber,291479,18/03/2014,Interim inspection,2,0,0,0,0,0
SC040642,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,291190,25/03/2014,Interim inspection,2,0,0,0,0,0
SC062199,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,290204,12/03/2014,Interim inspection,2,0,0,0,0,0
SC382715,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,284153,07/01/2014,Interim inspection,4,0,0,0,0,0
SC028599,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Luton,East of England,285422,21/01/2014,Full inspection,2,0,2,2,2,2
SC028599,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Luton,East of England,289683,24/02/2014,Interim inspection,3,0,0,0,0,0
SC435572,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Luton,East of England,289199,24/02/2014,Interim inspection,3,0,0,0,0,0
SC391503,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Central Bedfordshire,East of England,289179,25/02/2014,Interim inspection,2,0,0,0,0,0
SC430239,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,287025,04/02/2014,Interim inspection,2,0,0,0,0,0
SC386936,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Salford,North West,285094,21/01/2014,Interim inspection,2,0,0,0,0,0
SC039213,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Haringey,London,294395,26/03/2014,Interim inspection,2,0,0,0,0,0
SC039213,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Haringey,London,285412,22/01/2014,Full inspection,3,0,2,3,3,3
SC397562,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,288551,20/02/2014,Interim inspection,2,0,0,0,0,0
SC457266,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,289925,05/03/2014,Interim inspection,2,0,0,0,0,0
SC457553,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,290088,12/03/2014,Interim inspection,3,0,0,0,0,0
SC059037,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,289221,26/02/2014,Interim inspection,3,0,0,0,0,0
SC068803,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,289588,13/02/2014,Interim inspection,2,0,0,0,0,0
SC429242,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bedford,East of England,289497,03/03/2014,Interim inspection,2,0,0,0,0,0
SC424351,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,285214,21/01/2014,Interim inspection,2,0,0,0,0,0
SC424348,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,285472,23/01/2014,Full inspection,3,0,3,3,3,3
SC424348,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,291407,27/03/2014,Interim inspection,4,0,0,0,0,0
SC456532,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,291171,19/02/2014,Interim inspection,2,0,0,0,0,0
SC032531,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,286341,24/01/2014,Interim inspection,4,0,0,0,0,0
SC034825,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,291571,13/02/2014,Interim inspection,3,0,0,0,0,0
SC390577,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,290320,17/03/2014,Interim inspection,2,0,0,0,0,0
SC034851,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,286431,31/01/2014,Interim inspection,4,0,0,0,0,0
SC063103,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,291208,27/03/2014,Interim inspection,2,0,0,0,0,0
SC411046,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,290950,21/03/2014,Interim inspection,2,0,0,0,0,0
SC370899,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,291325,26/03/2014,Interim inspection,2,0,0,0,0,0
SC371267,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,291315,28/03/2014,Interim inspection,2,0,0,0,0,0
SC423959,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Barking and Dagenham,London,288885,25/02/2014,Interim inspection,2,0,0,0,0,0
