Provider URN,Provider status,Provider type,Sector,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,government_office_region_name,Event number,Event date,Event type group,Overall effectiveness,Outcomes in education and related learning activities,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
SC380956,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,North East Lincolnshire,Yorkshire and The Humber,290374,17/03/2014,Interim inspection,2,0,0,0,0,0
SC441553,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,North East Lincolnshire,Yorkshire and The Humber,289938,10/03/2014,Interim inspection,2,0,0,0,0,0
SC039900,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Dudley,West Midlands,290465,18/03/2014,Interim inspection,2,0,0,0,0,0
SC434100,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Enfield,London,288231,11/02/2014,Full inspection,3,0,3,3,3,3
SC430320,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Barking and Dagenham,London,290518,13/03/2014,Interim inspection,4,0,0,0,0,0
SC059261,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,291139,26/03/2014,Interim inspection,2,0,0,0,0,0
SC065071,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rutland,East Midlands,291946,26/03/2014,Interim inspection,2,0,0,0,0,0
SC456405,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,284766,13/01/2014,Interim inspection,3,0,0,0,0,0
SC438239,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,284757,16/01/2014,Interim inspection,2,0,0,0,0,0
SC457698,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,289561,04/03/2014,Interim inspection,3,0,0,0,0,0
SC038564,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,North Tyneside,North East,291606,20/03/2014,Interim inspection,2,0,0,0,0,0
SC068243,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,North Tyneside,North East,287615,30/01/2014,Interim inspection,3,0,0,0,0,0
SC429918,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Warwickshire,West Midlands,287549,04/01/2014,Full inspection,2,0,1,1,2,2
SC040437,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Blackburn with Darwen,North West,291959,17/02/2014,Interim inspection,3,0,0,0,0,0
SC068067,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Brighton and Hove,South East,283992,08/01/2014,Interim inspection,2,0,0,0,0,0
SC406513,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bristol,South West,285092,15/01/2014,Full inspection,2,0,2,2,2,2
SC406513,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bristol,South West,290988,18/03/2014,Interim inspection,3,0,0,0,0,0
SC033597,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,285496,21/01/2014,Interim inspection,2,0,0,0,0,0
SC033502,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,289557,26/02/2014,Interim inspection,3,0,0,0,0,0
SC449307,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,283761,07/01/2014,Interim inspection,4,0,0,0,0,0
SC034100,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bristol,South West,285033,17/01/2014,Interim inspection,3,0,0,0,0,0
SC065780,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wirral,North West,290744,21/03/2014,Interim inspection,2,0,0,0,0,0
SC032083,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cheshire West and Chester,North West,285544,22/01/2014,Interim inspection,3,0,0,0,0,0
SC063689,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,289855,05/03/2014,Interim inspection,3,0,0,0,0,0
SC032086,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Doncaster,Yorkshire and The Humber,283557,02/01/2014,Interim inspection,3,0,0,0,0,0
SC066565,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,North Lincolnshire,Yorkshire and The Humber,290536,18/03/2014,Interim inspection,2,0,0,0,0,0
SC035241,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Doncaster,Yorkshire and The Humber,283987,07/01/2014,Interim inspection,2,0,0,0,0,0
SC406638,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Waltham Forest,London,287054,04/02/2014,Interim inspection,2,0,0,0,0,0
SC421063,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Buckinghamshire,South East,289593,03/03/2014,Interim inspection,2,0,0,0,0,0
SC405933,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,284222,09/01/2014,Interim inspection,4,0,0,0,0,0
SC454688,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,289544,03/03/2014,Interim inspection,3,0,0,0,0,0
SC048552,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,290041,05/03/2014,Full inspection,3,0,3,3,3,3
SC033268,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,289428,27/02/2014,Interim inspection,3,0,0,0,0,0
SC411297,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,287087,06/02/2014,Interim inspection,2,0,0,0,0,0
SC065112,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,287879,13/02/2014,Interim inspection,2,0,0,0,0,0
SC044562,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,287407,07/02/2014,Interim inspection,2,0,0,0,0,0
SC035492,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Oldham,North West,287671,05/02/2014,Interim inspection,2,0,0,0,0,0
SC040466,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Salford,North West,285580,22/01/2014,Interim inspection,3,0,0,0,0,0
SC033805,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Barnet,London,285417,23/01/2014,Interim inspection,2,0,0,0,0,0
SC410537,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,290795,20/03/2014,Interim inspection,2,0,0,0,0,0
SC065378,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,290813,24/03/2014,Interim inspection,2,0,0,0,0,0
SC412175,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,291637,25/03/2014,Interim inspection,2,0,0,0,0,0
SC372511,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Blackburn with Darwen,North West,291666,28/02/2014,Interim inspection,2,0,0,0,0,0
SC039680,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,293551,27/03/2014,Interim inspection,2,0,0,0,0,0
SC008435,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bury,North West,284887,14/01/2014,Interim inspection,3,0,0,0,0,0
SC031410,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,East Sussex,South East,290297,12/03/2014,Interim inspection,2,0,0,0,0,0
SC031490,Active,Secure children's home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,East Sussex,South East,287602,11/02/2014,Interim inspection,2,0,0,0,0,0
SC454523,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,286217,28/01/2014,Interim inspection,3,0,0,0,0,0
SC429995,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Durham,North East,285753,27/01/2014,Interim inspection,3,0,0,0,0,0
SC451079,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Durham,North East,290216,14/03/2014,Interim inspection,2,0,0,0,0,0
SC444289,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,North Yorkshire,Yorkshire and The Humber,285059,20/01/2014,Interim inspection,2,0,0,0,0,0
SC392549,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Durham,North East,291628,25/03/2014,Interim inspection,4,0,0,0,0,0
SC037861,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Darlington,North East,283824,08/01/2014,Interim inspection,2,0,0,0,0,0
SC391993,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Darlington,North East,291079,22/01/2014,Interim inspection,2,0,0,0,0,0
SC000820,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Darlington,North East,288726,20/02/2014,Interim inspection,2,0,0,0,0,0
SC390293,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Doncaster,Yorkshire and The Humber,289908,28/02/2014,Interim inspection,2,0,0,0,0,0
SC028868,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Gloucestershire,South West,284157,08/01/2014,Interim inspection,2,0,0,0,0,0
SC064764,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,290767,19/03/2014,Interim inspection,2,0,0,0,0,0
SC040633,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,291166,27/03/2014,Interim inspection,2,0,0,0,0,0
SC039100,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Kingston upon Hull,Yorkshire and The Humber,283853,08/01/2014,Interim inspection,2,0,0,0,0,0
SC061810,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,286756,03/02/2014,Interim inspection,4,0,0,0,0,0
SC010090,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,292286,25/02/2014,Interim inspection,3,0,0,0,0,0
SC390201,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,291679,11/03/2014,Interim inspection,2,0,0,0,0,0
SC038961,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Leicester,East Midlands,285811,27/01/2014,Interim inspection,4,0,0,0,0,0
SC368181,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,284351,13/01/2014,Interim inspection,3,0,0,0,0,0
SC033723,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Leeds,Yorkshire and The Humber,284839,14/01/2014,Interim inspection,3,0,0,0,0,0
SC417795,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leeds,Yorkshire and The Humber,287747,12/02/2014,Interim inspection,2,0,0,0,0,0
SC033657,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Leeds,Yorkshire and The Humber,286333,20/01/2014,Interim inspection,4,0,0,0,0,0
SC043972,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,291563,26/03/2014,Interim inspection,2,0,0,0,0,0
SC389649,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,290725,21/03/2014,Interim inspection,3,0,0,0,0,0
SC065067,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Salford,North West,286639,30/01/2014,Interim inspection,3,0,0,0,0,0
SC381339,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,286984,28/01/2014,Interim inspection,2,0,0,0,0,0
SC446152,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,286729,29/01/2014,Full inspection,3,0,2,3,3,3
SC432966,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,290021,04/02/2014,Full inspection,2,0,2,2,2,2
SC033664,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,288163,14/02/2014,Interim inspection,3,0,0,0,0,0
SC441591,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,288497,17/02/2014,Interim inspection,2,0,0,0,0,0
SC453726,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,290526,17/03/2014,Interim inspection,4,0,0,0,0,0
SC040719,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bolton,North West,290449,15/03/2014,Interim inspection,2,0,0,0,0,0
SC040719,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bolton,North West,284697,11/01/2014,Full inspection,1,0,1,1,1,1
SC028526,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,East Sussex,South East,283514,03/01/2014,Interim inspection,2,0,0,0,0,0
SC023654,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,286849,04/02/2014,Interim inspection,3,0,0,0,0,0
SC023743,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,287599,11/02/2014,Interim inspection,3,0,0,0,0,0
SC023746,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,288948,24/02/2014,Interim inspection,3,0,0,0,0,0
SC023741,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,288442,19/02/2014,Interim inspection,3,0,0,0,0,0
SC023737,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,289950,06/03/2014,Interim inspection,2,0,0,0,0,0
SC413177,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cheshire West and Chester,North West,290005,07/03/2014,Interim inspection,2,0,0,0,0,0
SC407800,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cheshire West and Chester,North West,291982,10/03/2014,Interim inspection,2,0,0,0,0,0
SC436469,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,287351,05/02/2014,Interim inspection,3,0,0,0,0,0
SC043539,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Dudley,West Midlands,286810,04/02/2014,Interim inspection,3,0,0,0,0,0
SC456349,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hertfordshire,East of England,284780,15/01/2014,Interim inspection,3,0,0,0,0,0
SC062782,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Blackpool,North West,288233,18/02/2014,Full inspection,2,0,2,3,2,2
SC033411,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Blackpool,North West,290369,17/03/2014,Interim inspection,2,0,0,0,0,0
SC362151,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Blackpool,North West,288931,25/02/2014,Interim inspection,3,0,0,0,0,0
SC362158,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Blackpool,North West,286345,28/01/2014,Interim inspection,2,0,0,0,0,0
SC362135,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,284392,14/01/2014,Interim inspection,2,0,0,0,0,0
SC013598,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,291066,26/03/2014,Interim inspection,2,0,0,0,0,0
SC013598,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,283800,06/01/2014,Full inspection,2,0,2,2,2,2
SC013553,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,288847,24/02/2014,Interim inspection,3,0,0,0,0,0
SC062939,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kirklees,Yorkshire and The Humber,288370,19/02/2014,Interim inspection,2,0,0,0,0,0
SC032240,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,288624,14/02/2014,Interim inspection,2,0,0,0,0,0
SC035963,Resigned,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,290812,25/03/2014,Interim inspection,5,0,0,0,0,0
SC381667,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,287110,06/02/2014,Interim inspection,2,0,0,0,0,0
SC034241,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,291420,27/03/2014,Interim inspection,2,0,0,0,0,0
SC034241,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,286706,28/01/2014,Full inspection,1,0,1,1,1,1
SC433290,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,284698,13/01/2014,Interim inspection,3,0,0,0,0,0
SC467268,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Blackburn with Darwen,North West,286683,30/01/2014,Full inspection,4,0,4,4,4,4
SC467268,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Blackburn with Darwen,North West,291106,26/03/2014,Full inspection,3,0,3,2,3,3
SC407551,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,285595,27/01/2014,Interim inspection,2,0,0,0,0,0
